loc_prec,,county,,precinct,G18DGOV,G18LGOV,G18RGOV,G18DATG,G18RATG,G18LATG,G18DSecS,G18LSecS,G18RSecS,G18RTRES,G18LTRES
"Monroe,RICHLAND/GREENFIELD/FARGO",,Monroe,,RICHLAND/GREENFIELD/FARGO,38,1,71,39,69,1,36,3,80,83,17
"Monroe,ROC",,Monroe,,ROC,20,1,81,16,82,4,18,0,20,21,1
"Montgomery,Alamo",,Montgomery,,Alamo,2,1,20,4,19,0,2,3,138,153,26
"Montgomery,Black Springs",,Montgomery,,Black Springs,36,4,142,39,136,6,40,3,181,194,30
"Montgomery,Caddo Gap",,Montgomery,,Caddo Gap,31,2,192,39,185,1,41,2,193,202,18
"Montgomery,Caney",,Montgomery,,Caney,20,2,197,26,193,2,27,12,330,354,104
"Montgomery,Center",,Montgomery,,Center,100,11,351,112,340,11,122,2,50,50,13
"Montgomery,Fannie",,Montgomery,,Fannie,12,1,52,13,51,1,13,2,41,46,7
"Montgomery,Hopper",,Montgomery,,Hopper,8,3,42,11,41,0,10,8,194,219,81
"Montgomery,Mount Ida - Inside",,Montgomery,,Mount Ida - Inside,82,6,214,88,206,8,102,11,259,275,75
"Montgomery,Mount Ida - Outside",,Montgomery,,Mount Ida - Outside,73,8,273,81,268,6,84,3,70,81,10
"Montgomery,Norman - Inside",,Montgomery,,Norman - Inside,15,5,71,20,67,5,18,5,105,114,30
"Montgomery,Norman - Outside",,Montgomery,,Norman - Outside,40,10,99,44,102,5,41,0,52,56,14
"Montgomery,Oden - Inside",,Montgomery,,Oden - Inside,19,1,54,19,52,3,22,7,197,210,43
"Montgomery,Oden - Outside",,Montgomery,,Oden - Outside,48,7,201,49,203,6,51,4,113,119,19
"Montgomery,Pencil Bluff",,Montgomery,,Pencil Bluff,21,4,112,22,113,4,22,1,84,89,26
"Montgomery,Sims",,Montgomery,,Sims,23,2,92,30,84,2,31,6,88,101,25
"Montgomery,Washita",,Montgomery,,Washita,28,2,92,28,93,2,32,0,40,46,46
"Nevada,Bluff City City/Rural",,Nevada,,Bluff City City/Rural,54,3,37,53,39,1,54,2,238,245,45
"Nevada,Bodcaw",,Nevada,,Bodcaw,50,1,240,52,230,6,52,4,272,298,50
"Nevada,East Rural",,Nevada,,East Rural,57,11,284,65,280,8,76,1,86,91,30
"Nevada,Emmet City",,Nevada,,Emmet City,30,2,93,36,86,1,36,1,38,45,14
"Nevada,Emmet Rural",,Nevada,,Emmet Rural,21,1,42,23,40,1,24,4,55,61,11
"Nevada,Georgia",,Nevada,,Georgia,8,5,60,13,55,5,13,2,128,140,22
"Nevada,Laneburg",,Nevada,,Laneburg,25,1,137,26,135,1,31,0,30,35,59
"Nevada,Rosston City",,Nevada,,Rosston City,62,1,32,65,29,1,65,0,40,48,51
"Nevada,Rosston Rural",,Nevada,,Rosston Rural,56,1,42,58,41,1,59,12,303,377,307
"Nevada,Wards 1,2,3,4",,Nevada,,"Wards 1,2,3,4",373,11,344,394,321,14,420,4,201,221,37
"Nevada,West Rural",,Nevada,,West Rural,39,7,212,54,201,2,54,1,100,105,59
"Nevada,Willisville City/Rural",,Nevada,,Willisville City/Rural,67,2,105,72,96,5,73,1,57,56,13
"Newton,Big Creek",,Newton,,Big Creek,14,10,50,7,57,4,11,0,36,37,8
"Newton,Boston",,Newton,,Boston,9,0,31,5,35,1,9,4,140,141,44
"Newton,Dogpatch",,Newton,,Dogpatch,48,6,134,49,139,3,47,5,249,256,43
"Newton,Grove",,Newton,,Grove,50,21,227,48,250,5,50,0,90,90,9
"Newton,Hasty",,Newton,,Hasty,11,13,76,8,93,0,9,2,28,28,6
"Newton,Hickory Grove",,Newton,,Hickory Grove,5,2,28,5,28,2,5,4,81,93,20
"Newton,Hudson",,Newton,,Hudson,26,5,86,26,85,6,26,37,857,898,256
"Newton,Jackson",,Newton,,Jackson,337,65,822,330,854,41,331,2,52,50,16
"Newton,Jefferson",,Newton,,Jefferson,17,3,54,19,49,4,18,4,47,47,15
"Newton,Lincoln",,Newton,,Lincoln,10,7,45,9,49,4,11,1,65,67,13
"Newton,Low Gap",,Newton,,Low Gap,16,2,67,16,69,2,16,0,95,101,8
"Newton,Mt. Sherman",,Newton,,Mt. Sherman,10,14,82,9,98,2,13,1,4,6,18
"Newton,Murray",,Newton,,Murray,21,0,6,21,5,1,22,4,93,97,19
"Newton,Pleasant Hill",,Newton,,Pleasant Hill,24,8,88,19,97,2,23,3,68,69,13
"Newton,Polk",,Newton,,Polk,22,6,57,14,65,3,14,1,108,118,22
"Newton,Ponca",,Newton,,Ponca,24,8,112,24,116,3,33,2,86,80,11
"Newton,Richland",,Newton,,Richland,7,3,80,2,86,3,3,1,22,29,22
"Newton,Van Buren",,Newton,,Van Buren,27,1,28,27,26,2,28,0,150,147,17
"Newton,White",,Newton,,White,17,19,130,5,152,2,18,3,95,103,42
"Ouachita,Bearden Ward 1",,Ouachita,,Bearden Ward 1,54,3,99,61,90,6,56,1,23,29,33
"Ouachita,Bearden Ward 2",,Ouachita,,Bearden Ward 2,43,1,26,45,22,1,46,1,18,21,9
"Ouachita,Bearden Ward 3",,Ouachita,,Bearden Ward 3,12,1,18,12,18,1,12,1,18,21,28
"Ouachita,Behestian",,Ouachita,,Behestian,33,1,19,36,18,0,36,6,289,306,41
"Ouachita,Bradley",,Ouachita,,Bradley,45,10,293,47,291,10,51,2,80,85,60
"Ouachita,Bragg",,Ouachita,,Bragg,59,2,88,68,80,1,66,4,124,133,58
"Ouachita,Bridge Creek",,Ouachita,,Bridge Creek,65,7,122,64,127,5,70,0,9,18,59
"Ouachita,CAMDEN WARD 01",,Ouachita,,CAMDEN WARD 1,71,0,17,74,13,1,78,1,15,29,51
"Ouachita,CAMDEN WARD 02",,Ouachita,,CAMDEN WARD 2,68,0,20,68,19,0,71,2,41,62,85
"Ouachita,CAMDEN WARD 03",,Ouachita,,CAMDEN WARD 3,107,2,46,115,37,2,110,1,33,35,24
"Ouachita,CAMDEN WARD 04",,Ouachita,,CAMDEN WARD 4,24,3,32,24,34,1,25,2,10,25,63
"Ouachita,CAMDEN WARD 04A",,Ouachita,,CAMDEN WARD 4A,67,0,20,68,19,2,77,1,10,15,31
"Ouachita,CAMDEN WARD 04B",,Ouachita,,CAMDEN WARD 4B,32,0,16,35,13,0,37,10,372,433,216
"Ouachita,CAMDEN WARD 05",,Ouachita,,CAMDEN WARD 5,251,5,412,278,380,11,289,5,44,55,48
"Ouachita,CAMDEN WARD 06",,Ouachita,,CAMDEN WARD 6,52,2,51,53,50,2,55,5,25,41,75
"Ouachita,CAMDEN WARD 06A",,Ouachita,,CAMDEN WARD 6A,86,1,31,89,29,1,88,2,28,43,99
"Ouachita,CAMDEN WARD 07",,Ouachita,,CAMDEN WARD 7,116,1,38,127,27,1,124,1,13,25,31
"Ouachita,CAMDEN WARD 08",,Ouachita,,CAMDEN WARD 8,37,1,22,44,16,0,45,0,5,8,35
"Ouachita,CAMDEN WARD 09",,Ouachita,,CAMDEN WARD 9,39,2,4,40,5,0,40,2,3,12,32
"Ouachita,CAMDEN WARD 09A",,Ouachita,,CAMDEN WARD 9A,44,4,5,43,7,4,48,0,1,11,32
"Ouachita,CAMDEN WARD 10",,Ouachita,,CAMDEN WARD 10,40,1,5,45,2,0,47,2,6,23,128
"Ouachita,CAMDEN WARD 11",,Ouachita,,CAMDEN WARD 11,136,1,18,142,6,4,147,0,5,7,23
"Ouachita,CAMDEN WARD 12",,Ouachita,,CAMDEN WARD 12,22,0,8,26,3,0,24,0,3,4,26
"Ouachita,CAMDEN WARD 12A",,Ouachita,,CAMDEN WARD 12A,31,0,3,32,3,0,32,2,18,31,100
"Ouachita,CAMDEN WARD 13",,Ouachita,,CAMDEN WARD 13,113,0,25,114,21,2,118,0,10,11,17
"Ouachita,CAMDEN WARD 13A",,Ouachita,,CAMDEN WARD 13A,18,1,9,19,8,1,18,0,47,49,37
"Ouachita,CAMDEN WARD 14",,Ouachita,,CAMDEN WARD 14,42,2,45,43,45,1,43,0,10,11,0
"Ouachita,CAMDEN WARD 14A",,Ouachita,,CAMDEN WARD 14A,0,0,11,1,10,0,1,4,183,211,104
"Ouachita,CAMDEN WARD 15",,Ouachita,,CAMDEN WARD 15,109,7,208,126,188,8,131,3,138,146,54
"Ouachita,CAMDEN WARD 15A",,Ouachita,,CAMDEN WARD 15A,60,3,142,67,134,5,62,1,28,36,32
"Ouachita,CAMDEN WARD 16",,Ouachita,,CAMDEN WARD 16,40,1,32,41,30,3,42,0,40,48,44
"Ouachita,CAMDEN WARD 16A",,Ouachita,,CAMDEN WARD 16A,46,0,49,48,46,1,54,2,31,33,6
"Ouachita,CAMDEN WARD 17",,Ouachita,,CAMDEN WARD 17,5,2,32,6,31,2,6,5,156,165,52
"Ouachita,CAMDEN WARD 17A",,Ouachita,,CAMDEN WARD 17A,57,11,159,66,155,7,67,0,47,49,16
"Ouachita,CAMDEN WARD 17B",,Ouachita,,CAMDEN WARD 17B,18,0,48,21,45,0,19,2,27,30,24
"Ouachita,Carroll",,Ouachita,,Carroll,22,2,31,28,26,2,27,1,40,51,46
"Ouachita,Carroll",,Ouachita,,Circle C,0,0,22,0,22,0,1,1,53,61,7
"Ouachita,Chidester",,Ouachita,,Chidester,53,2,49,62,41,2,65,0,21,22,0
"Ouachita,Cleveland Township",,Ouachita,,Cleveland Township,13,0,55,14,54,0,13,3,103,119,66
"Ouachita,East Camden",,Ouachita,,East Camden,78,2,109,79,108,2,82,1,110,113,31
"Ouachita,Ecore Fabre",,Ouachita,,Ecore Fabre,78,4,219,90,209,2,93,3,137,167,68
"Ouachita,Freeo",,Ouachita,,Freeo,47,0,47,46,47,1,47,2,48,50,21
"Ouachita,Jefferson",,Ouachita,,Jefferson,19,3,51,21,49,3,23,6,295,318,64
"Ouachita,Lafayette A",,Ouachita,,Lafayette A,75,9,302,84,296,6,84,2,247,273,64
"Ouachita,Lafayette B",,Ouachita,,Lafayette B,74,5,263,84,253,4,92,1,9,10,2
"Ouachita,Liberty",,Ouachita,,Liberty,3,0,11,4,9,0,3,0,15,18,16
"Ouachita,Louann",,Ouachita,,Louann,15,4,15,18,15,2,19,4,170,188,63
"Ouachita,Marion",,Ouachita,,Marion,84,3,177,92,168,3,91,0,96,112,38
"Ouachita,Red Hill",,Ouachita,,Red Hill,44,2,109,52,102,2,59,1,11,12,4
"Ouachita,River",,Ouachita,,River,5,0,11,5,11,0,4,1,48,56,37
"Ouachita,Smackover Ward 1",,Ouachita,,Smackover Ward,44,1,53,51,49,0,49,1,26,39,55
"Ouachita,Stephens Ward 1",,Ouachita,,Stephens Ward 1,64,1,31,68,29,1,74,0,39,44,37
"Ouachita,Stephens Ward 2",,Ouachita,,Stephens Ward 2,45,0,40,49,40,0,50,0,13,18,19
"Ouachita,Stephens Ward 3",,Ouachita,,Stephens Ward 3,20,0,17,22,15,0,24,0,21,21,6
"Ouachita,Stephens Ward 4",,Ouachita,,Stephens Ward 4,6,0,21,6,20,1,6,0,35,38,32
"Ouachita,Union",,Ouachita,,Union,41,2,38,45,36,0,47,5,240,256,102
"Ouachita, Valley",,Ouachita,,Valley,138,11,272,144,267,6,150,6,127,131,47
"Ouachita,Washington Ward 1",,Ouachita,,Washington Ward 1,21,2,111,24,110,0,25,4,89,97,20
"Perry,1-Aplin",,Perry,,1-Aplin,21,3,94,19,98,2,25,25,234,261,79
"Perry,10-Perry",,Perry,,10-Perry,73,11,259,86,237,20,84,7,96,105,27
"Perry,11-Petit Jean",,Perry,,11-Petit Jean,23,10,102,33,96,7,30,14,273,300,118
"Perry,12-Rankin",,Perry,,12-Rankin,110,20,292,129,273,20,131,2,50,59,13
"Perry,13-Rose Creek",,Perry,,13-Rose Creek,16,5,52,20,50,4,21,0,59,69,13
"Perry,14-Tyler",,Perry,,14-Tyler,20,0,65,22,61,2,24,9,231,245,93
"Perry,15-Union",,Perry,,15-Union,101,13,229,113,218,11,103,4,98,113,28
"Perry,16-Union Valley",,Perry,,16-Union Valley,40,1,105,41,104,0,42,15,219,242,106
"Perry,17-Wye",,Perry,,17-Wye,105,18,229,108,229,13,116,6,119,130,34
"Perry,2-Casa",,Perry,,2-Casa,37,9,121,35,124,8,42,3,71,75,20
"Perry,3-Cherry Hill",,Perry,,3-Cherry Hill,18,2,77,25,71,1,23,12,399,445,121
"Perry,4-Fourche",,Perry,,4-Fourche,138,12,429,158,408,11,163,3,212,237,42
"Perry,5-Houston",,Perry,,5-Houston,50,11,225,60,219,5,65,2,47,49,6
"Perry,6-Kenney",,Perry,,6-Kenney,4,5,46,6,48,1,6,7,134,150,40
"Perry,7-Lake",,Perry,,7-Lake,33,6,152,38,145,8,48,6,176,197,40
"Perry,8-Maumelle",,Perry,,8-Maumelle,40,5,193,51,179,5,57,1,58,59,11
"Perry,9-New Tennessee",,Perry,,9-New Tennessee,9,1,61,13,57,3,13,32,315,453,483
"Phillips,PRECINCT 0001",,Phillips,,PRECINCT 0001,636,30,396,706,325,21,705,0,3,4,3
"Phillips,PRECINCT 0002",,Phillips,,PRECINCT 0002,6,0,2,5,3,0,5,28,343,461,437
"Phillips,PRECINCT 0003",,Phillips,,PRECINCT 0003,515,24,423,575,371,20,587,0,0,0,1
"Phillips,PRECINCT 0005",,Phillips,,PRECINCT 0005/0006,688,21,204,750,145,17,766,18,314,440,515
"Phillips,PRECINCT 0007",,Phillips,,PRECINCT 0007,147,8,271,159,259,6,161,2,98,119,82
"Phillips,PRECINCT 0008",,Phillips,,PRECINCT 0008,106,4,108,117,98,2,119,3,99,129,84
"Phillips,PRECINCT 0009",,Phillips,,PRECINCT 0009,108,2,113,114,107,1,119,2,244,265,46
"Phillips,PRECINCT 0010",,Phillips,,PRECINCT 0010,53,5,256,62,251,1,66,3,85,104,57
"Phillips,PRECINCT 0011",,Phillips,,PRECINCT 0011,88,4,90,100,84,2,96,1,23,27,32
"Phillips,PRECINCT 0012",,Phillips,,PRECINCT 0012,49,2,24,47,26,1,52,5,178,215,156
"Phillips,PRECINCT 0013",,Phillips,,PRECINCT 0013,199,7,203,222,181,7,224,2,84,89,23
"Phillips,PRECINCT 0014",,Phillips,,PRECINCT 0014,26,3,93,33,82,5,32,2,11,33,138
"Phillips,PRECINCT 0015",,Phillips,,PRECINCT 0015,158,5,23,173,13,2,173,2,154,170,101
"Phillips,PRECINCT 0016",,Phillips,,PRECINCT 0016,127,4,164,132,158,2,134,1,31,33,14
"Phillips,PRECINCT 0017",,Phillips,,PRECINCT 0017,16,1,31,16,31,1,16,2,36,51,44
"Pike,Antoine",,Pike,,Antoine,56,2,49,65,41,1,68,4,177,190,18
"Pike,Daisy",,Pike,,Daisy,18,9,186,23,178,8,27,10,269,289,51
"Pike,Delight",,Pike,,Delight,56,13,284,54,285,13,68,3,241,260,44
"Pike,Glenwood North",,Pike,,Glenwood North,48,6,256,59,245,5,63,8,347,376,63
"Pike,Glenwood South",,Pike,,Glenwood South,78,13,349,88,345,7,88,4,318,343,46
"Pike,Kirby",,Pike,,Kirby,53,8,335,64,326,6,69,8,157,165,13
"Pike,Langley/Lodi",,Pike,,Langley/Lodi,16,8,156,13,158,8,14,5,348,393,73
"Pike,Murfreesboro East",,Pike,,Murfreesboro East,93,8,369,114,348,9,118,12,428,482,86
"Pike,Murfreesboro West",,Pike,,Murfreesboro West,111,16,452,124,435,17,134,1,134,141,9
"Pike,Newhope",,Pike,,Newhope,10,2,139,10,141,1,13,3,122,135,22
"Pike,Pisgah",,Pike,,Pisgah,24,2,133,26,128,2,31,41,864,918,206
"Poinsett,Bolivar",,Poinsett,,Bolivar,176,65,906,253,856,35,236,1,34,35,4
"Poinsett,Dobson",,Poinsett,,Dobson,2,2,35,2,37,1,4,6,184,186,39
"Poinsett,Greenfield - Buffalo Lick",,Poinsett,,Greenfield - Buffalo Lick,36,13,183,45,180,7,40,2,86,84,17
"Poinsett,Greenfield - Greenfield",,Poinsett,,Greenfield - Greenfield,14,1,87,18,82,2,14,17,458,506,142
"Poinsett,Greenwood and Rivervale",,Poinsett,,Greenwood and Rivervale,131,15,505,178,459,12,175,23,547,607,249
"Poinsett,Little River and Payneway",,Poinsett,,Little River and Payneway,271,30,582,336,535,11,309,4,40,43,12
"Poinsett,Lunsford",,Poinsett,,Lunsford,8,6,41,11,41,3,11,0,57,62,9
"Poinsett,Owen - Fisher",,Poinsett,,Owen - Fisher,9,0,65,13,60,0,15,0,35,39,10
"Poinsett,Owen - Waldenburg",,Poinsett,,Owen - Waldenburg,11,0,39,10,39,2,14,6,194,206,44
"Poinsett,Scott VV and WH",,Poinsett,,Scott VV and WH,46,9,204,56,198,5,56,7,225,242,33
"Poinsett,Tyronza",,Poinsett,,Tyronza,41,10,228,48,226,3,47,5,197,223,50
"Poinsett,West Prairie",,Poinsett,,West Prairie,52,6,223,70,200,11,77,40,1467,1632,380
"Poinsett,Willis",,Poinsett,,Willis,397,68,1592,508,1483,48,531,22,498,514,72
"Polk,Acorn",,Polk,,Acorn,66,19,509,66,511,13,68,1,65,67,9
"Polk,Big Fork",,Polk,,Big Fork,8,1,66,9,66,0,10,10,269,283,34
"Polk,Board Camp",,Polk,,Board Camp,35,14,274,41,270,11,43,11,183,188,49
"Polk,Cherry Hill",,Polk,,Cherry Hill,36,14,190,44,185,10,46,9,272,284,41
"Polk,Cove",,Polk,,Cove,36,7,286,48,272,7,48,12,589,620,90
"Polk,Dallas Valley",,Polk,,Dallas Valley,78,26,607,103,590,20,113,2,143,149,21
"Polk,Grannis",,Polk,,Grannis,28,3,138,27,142,2,26,11,294,307,55
"Polk,Hatfield",,Polk,,Hatfield,55,17,295,60,294,12,60,5,107,113,25
"Polk,Ink",,Polk,,Ink,25,7,107,28,108,4,28,16,366,371,99
"Polk,Potter",,Polk,,Potter,89,24,364,102,363,13,93,20,402,430,88
"Polk,Precinct 1",,Polk,,Precinct 1,75,28,415,85,407,30,95,20,448,480,117
"Polk,Precinct 2",,Polk,,Precinct 2,117,36,449,126,451,26,135,19,452,487,126
"Polk,Precinct 3",,Polk,,Precinct 3,130,24,471,147,451,21,142,2,98,109,21
"Polk,Rocky",,Polk,,Rocky,27,3,102,28,101,2,31,9,280,293,43
"Polk,Shady Grove",,Polk,,Shady Grove,48,15,278,45,283,8,49,5,123,133,14
"Polk,Vandervoort",,Polk,,Vandervoort,18,3,128,20,127,2,21,5,227,235,29
"Polk,Wickes",,Polk,,Wickes,33,8,224,31,231,6,35,4,72,84,20
"Pope,Appleton #1",,Pope,,Appleton 1,25,2,76,29,71,3,28,4,128,136,25
"Pope,Appleton #2",,Pope,,Appleton 2,28,4,130,24,136,4,28,24,561,616,109
"Pope,Atkins In",,Pope,,Atkins In,117,31,574,143,567,16,138,9,274,296,46
"Pope,Atkins Out #1",,Pope,,Atkins Out 1,54,10,283,58,277,11,65,1,28,29,2
"Pope,Atkins Out #2",,Pope,,Atkins Out 2,2,2,27,3,29,0,3,1,72,77,12
"Pope,Atkins Out #3",,Pope,,Atkins Out 3,12,4,74,15,75,0,17,7,194,207,36
"Pope,Bayliss",,Pope,,Bayliss,38,21,184,38,195,11,40,11,174,182,46
"Pope,Buck Mountain",,Pope,,Buck Mountain,42,19,168,37,179,14,45,3,113,118,19
"Pope,Caglesville #1",,Pope,,Caglesville 1,21,2,114,19,118,1,22,0,23,23,3
"Pope,Caglesville #2",,Pope,,Caglesville 2,5,0,24,6,22,0,6,11,98,109,30
"Pope,Crow Mountain East #1",,Pope,,Crow Mountain East 1,26,8,104,29,103,5,28,8,176,188,20
"Pope,Crow Mountain East #2",,Pope,,Crow Mountain East 2,18,4,186,22,178,6,23,12,366,391,61
"Pope,Crow Mountain West #1",,Pope,,Crow Mountain West 1,72,16,365,85,350,18,77,12,370,404,64
"Pope,Crow Mountain West #2",,Pope,,Crow Mountain West 2,77,12,380,93,369,7,87,14,286,315,65
"Pope,Dover In",,Pope,,Dover In,69,22,294,74,295,14,81,55,1003,1069,193
"Pope,Dover Out",,Pope,,Dover Out,200,75,998,232,1003,36,212,4,132,143,31
"Pope,Economy",,Pope,,Economy,30,6,138,37,137,1,39,1,22,22,6
"Pope,Freeman",,Pope,,Freeman,5,1,22,6,22,0,5,4,88,95,21
"Pope,Hector In",,Pope,,Hector In,28,4,88,26,90,3,27,4,164,176,33
"Pope,Hector Out",,Pope,,Hector Out,39,11,163,43,166,4,46,7,213,223,45
"Pope,London In",,Pope,,London In,43,14,215,54,210,9,52,45,679,752,128
"Pope,London Out",,Pope,,London Out,149,37,695,151,699,32,157,7,192,207,53
"Pope,Martin #1",,Pope,,Martin 1,56,17,189,62,189,11,63,5,90,95,14
"Pope,Martin #2",,Pope,,Martin 2,12,4,94,16,91,3,15,1,28,32,9
"Pope,Martin #3",,Pope,,Martin 3,11,4,26,11,29,1,12,2,75,77,22
"Pope,Moreland #1",,Pope,,Moreland 1,19,6,75,24,73,3,21,4,42,48,5
"Pope,Moreland #2",,Pope,,Moreland 2,6,2,45,5,46,2,7,2,40,41,7
"Pope,Nogo",,Pope,,Nogo,8,3,39,8,40,1,7,11,175,193,35
"Pope,Pea Ridge",,Pope,,Pea Ridge,36,11,181,42,178,8,42,30,681,735,119
"Pope,Pottsville In #1",,Pope,,Pottsville In 1,125,41,691,138,691,27,144,0,54,57,11
"Pope,Pottsville In #2",,Pope,,Pottsville In 2,8,0,61,13,56,0,14,26,579,635,88
"Pope,Pottsville Out #1",,Pope,,Pottsville Out 1,110,37,581,127,583,20,120,1,5,7,6
"Pope,Pottsville Out #2",,Pope,,Pottsville Out 2,6,0,7,7,6,0,7,5,54,63,53
"Pope,Russellville 1A",,Pope,,Russellville 1A,59,2,57,59,56,4,60,86,848,1016,205
"Pope,Russellville 1B",,Pope,,Russellville 1B,236,40,959,308,891,35,295,11,108,134,67
"Pope,Russellville 1C",,Pope,,Russellville 1C,75,10,117,84,107,10,82,48,596,691,187
"Pope,Russellville 2A",,Pope,,Russellville 2A,227,28,636,257,617,16,244,102,968,1182,368
"Pope,Russellville 2B",,Pope,,Russellville 2B,449,43,1100,498,1039,46,499,24,144,184,85
"Pope,Russellville 2C",,Pope,,Russellville 2C,100,14,164,114,154,9,110,34,311,358,169
"Pope,Russellville 3A",,Pope,,Russellville 3A,163,24,346,179,330,24,184,41,471,555,204
"Pope,Russellville 3B",,Pope,,Russellville 3B,229,33,505,251,491,25,253,26,317,365,116
"Pope,Russellville 4A",,Pope,,Russellville 4A,130,23,339,143,330,17,145,3,36,42,12
"Pope,Russellville 4B",,Pope,,Russellville 4B,14,2,38,18,34,2,15,15,122,156,75
"Pope,Russellville 4C",,Pope,,Russellville 4C,84,13,137,88,133,12,94,7,34,42,32
"Pope,Russellville 4D",,Pope,,Russellville 4D,31,2,43,38,34,3,35,1,4,5,0
"Pope,Russellville 4E",,Pope,,Russellville 4E,2,0,3,1,4,0,0,3,43,54,28
"Pope,Russellville 4F",,Pope,,Russellville 4F,25,4,55,37,42,4,36,0,16,16,3
"Pope,Russellville 4G",,Pope,,Russellville 4G,2,1,16,3,15,0,3,26,234,264,141
"Pope,Russellville 4H",,Pope,,Russellville 4H,146,19,245,160,230,21,149,18,353,377,66
"Pope,Russellville Out #1",,Pope,,Russellville Out 1,65,11,371,81,359,6,75,17,199,225,62
"Pope,Russellville Out #2",,Pope,,Russellville Out 2,65,20,201,76,209,4,71,0,33,32,7
"Pope,Russellville Out #3",,Pope,,Russellville Out 3,7,2,30,6,33,0,6,25,582,637,120
"Pope,Russellville Out #4",,Pope,,Russellville Out 4,121,29,609,156,585,17,150,13,149,162,30
"Pope,Scottsville #1",,Pope,,Scottsville 1,26,11,156,33,157,3,30,1,20,23,1
"Pope,Scottsville #2",,Pope,,Scottsville 2,3,2,19,2,22,0,3,0,89,93,12
"Prairie,Belcher/Tyler",,Prairie,,Belcher/Tyler,10,1,95,12,93,2,17,0,42,43,9
"Prairie,Bullard",,Prairie,,Bullard,11,1,40,11,41,0,10,1,81,86,7
"Prairie,Calhoun",,Prairie,,Calhoun,8,0,90,12,83,2,15,0,124,125,13
"Prairie,Center",,Prairie,,Center,7,1,129,11,124,3,14,0,61,67,12
"Prairie,Des Arc",,Prairie,,Des Arc,10,1,70,13,65,0,19,2,98,109,15
"Prairie,Hazen Country",,Prairie,,Hazen Country,20,0,105,27,98,0,25,3,116,134,24
"Prairie,Hazen Ward 1",,Prairie,,Hazen Ward 1,26,4,130,34,125,1,40,3,105,126,28
"Prairie,Hazen Ward 2",,Prairie,,Hazen Ward 2,37,4,119,46,111,2,51,1,87,103,49
"Prairie,Hazen Ward 3",,Prairie,,Hazen Ward 3,54,1,105,62,93,3,71,3,181,188,21
"Prairie,Hickory Plains",,Prairie,,Hickory Plains,26,3,181,30,177,2,26,3,74,81,26
"Prairie,Lower Hill City",,Prairie,,Lower Hill City,39,1,79,42,75,2,42,0,66,67,14
"Prairie,Lower Hill Country",,Prairie,,Lower Hill Country,15,3,66,16,68,0,17,1,48,53,6
"Prairie,Roc Roe City",,Prairie,,Roc Roe City,9,2,50,12,46,3,11,0,67,72,6
"Prairie,Roc Roe Country",,Prairie,,Roc Roe Country,6,0,74,5,74,0,12,1,22,24,7
"Prairie,Union",,Prairie,,Union,6,0,25,5,26,0,8,0,10,11,4
"Prairie,Upper Hill",,Prairie,,Upper Hill,7,0,10,5,11,0,7,4,26,32,26
"Prairie,Wattensaw City Ward 1",,Prairie,,Wattensaw City Ward 1,23,1,36,26,32,2,29,2,39,49,23
"Prairie,Wattensaw City Ward 2",,Prairie,,Wattensaw City Ward 2,22,3,49,28,44,3,33,0,17,23,22
"Prairie,Wattensaw City Ward 3",,Prairie,,Wattensaw City Ward 3,30,0,20,31,19,0,33,7,166,176,30
"Prairie,Wattensaw Country",,Prairie,,Wattensaw Country,24,2,185,33,173,4,36,4,76,89,46
"Prairie,White River City Ward 1",,Prairie,,White River City Ward 1,54,3,88,59,83,2,63,0,157,172,38
"Prairie,White River City Ward 2",,Prairie,,White River City Ward 2,40,2,170,52,157,4,56,6,157,180,36
"Prairie,White River City Ward 3",,Prairie,,White River City Ward 3,45,7,169,55,158,8,58,1,154,179,29
"Prairie,White River Country",,Prairie,,White River Country,31,4,171,41,163,3,52,23,534,647,318
"Pulaski,1",,Pulaski,,1,382,33,604,447,533,32,451,33,350,451,416
"Pulaski,10",,Pulaski,,10,451,33,423,501,362,38,518,13,43,96,257
"Pulaski,100",,Pulaski,,100,294,10,78,319,50,12,326,20,139,237,425
"Pulaski,101",,Pulaski,,101,480,16,211,534,154,17,543,16,123,213,505
"Pulaski,102",,Pulaski,,102,558,19,195,605,146,20,632,22,83,186,599
"Pulaski,103",,Pulaski,,103,680,13,156,725,101,19,738,35,149,312,885
"Pulaski,104",,Pulaski,,104,1000,17,252,1065,180,25,1081,13,164,236,587
"Pulaski,105",,Pulaski,,105,649,19,222,695,167,26,710,23,441,578,388
"Pulaski,106",,Pulaski,,106,517,21,538,617,429,22,587,13,436,631,317
"Pulaski,107",,Pulaski,,107,492,8,548,607,421,12,578,25,401,557,378
"Pulaski,108",,Pulaski,,108,492,15,503,579,404,22,567,44,383,727,1009
"Pulaski,109",,Pulaski,,109,1428,35,519,1540,388,52,1542,6,168,183,53
"Pulaski,11",,Pulaski,,11,62,9,175,69,167,10,72,11,218,310,265
"Pulaski,110",,Pulaski,,110,345,7,275,374,230,18,389,52,375,634,797
"Pulaski,111",,Pulaski,,111,1010,41,517,1124,385,55,1127,20,119,226,356
"Pulaski,112",,Pulaski,,112,491,17,145,514,120,16,509,27,145,256,661
"Pulaski,113",,Pulaski,,113,824,25,175,844,145,31,847,36,203,376,608
"Pulaski,114",,Pulaski,,114,780,32,284,837,222,35,849,25,73,168,645
"Pulaski,115",,Pulaski,,115,741,17,135,791,81,18,792,17,24,83,450
